,0,1,2,3
1081243468327018496,104,Michael Guest,0.6957650155522381,Republican
815310506596691968,103,Josh Gottheimer,0.5270702661152391,Democrat
18967498,103,Glenn Thompson,0.677870819133156,Republican
816157667882373120,101,Salud O. Carbajal,0.2560439042111227,Democrat
815952318487298048,98,Neal P. Dunn,0.6880398644787948,Republican
818472418620608512,98,"Al Lawson, Jr.",0.2426086359324886,Democrat
76132891,97,Michael K. Simpson,0.4998165517330629,Republican
816705409486618624,96,Thomas R. Suozzi,0.2516613757105465,Democrat
815241612154417152,94,Jack Bergman,0.6251774988764837,Republican
3317799825,94,Trent Kelly,0.6966733912536262,Republican
1081240074946252801,93,Ann Kirkpatrick,0.2473541958096928,Democrat
402719755,93,Mark E. Amodei,0.5469730559747726,Republican
33576489,92,Brian Higgins,0.2305986890688478,Democrat
1080885078425784320,89,Greg Stanton,0.3080738197068647,Democrat
2696643955,87,John R. Moolenaar,0.699817658336167,Republican
1054381765224210432,84,Anthony Gonzalez,0.5207298881959913,Republican
818536152588238849,84,Vicente Gonzalez,0.3931783145333652,Democrat
305620929,84,C. A. Dutch Ruppersberger,0.3106542337007851,Democrat
789244177,80,Danny K. Davis,0.136540088374463,Democrat
272482466,79,Jay Obernolte,0.5200835050666663,Republican
2951574214,79,Garret Graves,0.5868305676087708,Republican
1004891731,78,Scott Fitzgerald,0.5097429919076338,Republican
1064595993222615040,78,Joseph D. Morelle,0.2248087725614175,Democrat
1357017361568694274,75,Andrew S. Clyde,0.5523354259593269,Republican
296245061,75,Adrian Smith,0.6847921752273848,Republican
854715071116849157,74,Ron Estes,0.6238987201910263,Republican
1404519992582942724,72,Melanie A. Stansbury,0.2232024195781312,Democrat
1343620645452595200,72,Carolyn Bourdeaux,0.2806270364581092,Democrat
2852998461,72,Bruce Westerman,0.7013582023255464,Republican
811986281177772032,68,Trey Hollingsworth,0.4807244948893627,Republican
1343664721384398849,66,C. Scott Franklin,0.6358779882011861,Republican
1075040139351597056,65,Van Taylor,0.5632454285860725,Republican
1345788865911656454,62,Cliff Bentz,0.4949997959161767,Republican
3122099613,62,Donald Norcross,0.27336533747441,Democrat
1086316494450032640,60,James R. Baird,0.6746303314288736,Republican
1276232539510919168,60,Chris Jacobs,0.5725947391076575,Republican
1339006078688825344,60,Barry Moore,0.6120268595902754,Republican
1351966874377056257,56,Kaiali’i Kahele,0.251286861296522,Democrat
3091316093,55,Seth Moulton,0.2816651340996557,Democrat
1343646545955213312,54,Marilyn Strickland,0.2319832177200204,Democrat
819744763020775425,51,Jenniffer González-Colón,0.4955226377679779,Republican
1037341536592310272,48,Troy Balderson,0.6732034766022568,Republican
1345135363761852416,48,Randy Feenstra,0.5719004600308071,Republican
1345147845926670337,45,Teresa Leger Fernandez,0.2303758902596382,Democrat
1337452596093587462,44,Blake D. Moore,0.5168903173564667,Republican
1344349650447433729,43,Andrew R. Garbarino,0.5460976653317792,Republican
1345850704800468993,42,Jake LaTurner,0.5915570116745612,Republican
931614483050414080,42,John R. Curtis,0.5785916007577826,Republican
1341091420439015424,41,Jerry L. Carl,0.5676110229280428,Republican
1348683154815655940,40,Deborah K. Ross,0.2538457825159195,Democrat
1081350574589833221,37,Ed Case,0.2841226449108147,Democrat
1345825008887721986,37,Tracey Mann,0.6747810871296883,Republican
1337115670161608712,28,Kathy E. Manning,0.2683081958154415,Democrat
1382395679700439041,27,Julia Letlow,0.5080805610412326,Republican
2853793517,23,Christopher Murphy,0.2007334565273412,Democrat
1352760304271241218,23,Troy A. Carter,0.2513507823907894,Democrat
1468677099594698757,20,Jefferson Van Drew,0.6466696643446543,Republican
1366523868253458437,16,Jake Ellzey,0.5542762492531765,Republican
137823987,16,Earl Blumenauer,0.0911596963793659,Democrat
1276209702322438148,15,Kweisi Mfume,0.2175684897848572,Democrat
3026622545,14,Aumua Amata Coleman Radewagen,0.4480193809502736,Republican
1346205046036377601,14,Frank J. Mrvan,0.2912012234085918,Democrat
1336344005588738052,13,Roger Marshall,0.8088135329656623,Republican
346509049,12,Michael F. Q. San Nicolas,0.1836937230194551,Democrat
926446070812602371,5,Gregorio Kilili Camacho Sablan,0.2023479231053855,Democrat
